1,1507,1
1,4163,1
1,3610,1
1,5315,1
1,2925,1
1,1416,1
1,785,1
1,4022,1
1,3617,1
1,5348,1
1,4088,1
2,3737,1
2,5160,1
2,815,1
2,870,1
2,2163,1
2,4375,1
2,4022,1
2,4088,1
2,3213,1
2,3104,1
2,4258,1
2,5780,1
2,1959,1
3,5791,1
3,870,1
3,4582,1
3,4445,1
3,5255,1
3,2406,1
3,205,1
3,5774,1
3,5009,1
3,5173,1
3,4114,1
4,1304,1
4,2946,1
4,4375,1
4,2440,1
4,2266,1
4,2866,1
4,252,1
4,334,1
4,5796,1
4,1217,1
4,5791,1
4,2794,1
4,3370,1
5,4937,1
5,4626,1
5,2468,1
5,1827,1
5,3452,1
5,2542,1
5,4948,1
5,4884,1
5,4104,1
5,2990,1
6,2730,1
6,5359,1
6,5004,1
6,1624,1
6,1882,1
6,1827,1
6,3714,1
6,2436,1
6,4051,1
6,5790,1
6,3887,1
6,3725,1
6,4240,1
6,2654,1
7,1797,1
7,4644,1
7,3161,1
7,338,1
7,2875,1
7,3737,1
7,4716,1
7,4183,1
7,4151,1
7,379,1
7,1311,1
7,2378,1
7,1838,1
7,1201,1
7,5642,1
7,3175,1
8,3898,1
8,4884,1
8,4246,1
8,2875,1
8,5579,1
8,2310,1
8,3810,1
8,1209,1
8,4195,1
8,5160,1
8,5581,1
8,37,1
8,1353,1
9,4240,1
9,1705,1
9,2611,1
9,4281,1
9,626,1
9,5231,1
9,5722,1
9,998,1
9,4865,1
9,2163,1
10,4233,1
10,2565,1
10,4394,1
10,1782,1
10,1209,1
10,3262,1
10,4690,1
10,5486,1
10,4318,1
10,5768,1
10,5790,1
10,3085,1
11,4104,1
11,252,1
11,1482,1
11,4644,1
11,4088,1
11,3998,1
11,3770,1
11,1217,1
11,5145,1
11,3291,1
11,3971,1
11,327,1
11,4946,1
11,5371,1
11,4716,1
11,2910,1
11,998,1
11,3295,1
11,1625,1
12,5710,1
12,2946,1
12,4213,1
12,5613,1
12,815,1
12,864,1
12,2388,1
12,5722,1
12,334,1
12,4110,1
12,2199,1
12,2926,1
13,1668,1
13,977,1
13,2654,1
13,4558,1
13,5651,1
13,2894,1
13,2011,1
13,4208,1
13,4609,1
13,4335,1
13,1575,1
13,2531,1
13,5669,1
13,4101,1
13,1592,1
13,5183,1
14,14,1
14,5651,1
14,1353,1
14,2706,1
14,4808,1
14,912,1
14,1221,1
14,3509,1
14,5371,1
14,642,1
14,3738,1
14,4240,1
14,3279,1
14,415,1
14,4558,1
14,4101,1
15,3946,1
15,3828,1
15,2481,1
15,4240,1
15,2151,1
15,4690,1
15,3614,1
15,2946,1
15,870,1
15,986,1
15,4170,1
15,1418,1
15,1624,1
15,4097,1
15,5658,1
15,2697,1
15,2363,1
15,5766,1
15,1521,1
16,1777,1
16,4197,1
16,2784,1
16,1829,1
16,4599,1
16,515,1
16,3634,1
16,785,1
16,5840,1
16,2953,1
16,5183,1
16,4297,1
16,2697,1
16,704,1
16,4803,1
16,3213,1
17,3175,1
17,4937,1
17,2458,1
17,4394,1
17,1575,1
17,1918,1
17,3083,1
17,1201,1
17,140,1
17,2730,1
18,837,1
18,5790,1
18,2926,1
18,3016,1
18,1550,1
18,4224,1
18,2814,1
18,2058,1
18,5791,1
18,2329,1
18,3608,1
18,3521,1
19,2263,1
19,3660,1
19,837,1
19,1323,1
19,5026,1
19,4324,1
19,2800,1
19,1310,1
19,785,1
19,5710,1
19,174,1
19,3828,1
19,3738,1
19,60,1
19,4022,1
19,2814,1
19,5232,1
19,4808,1
19,3340,1
19,2953,1
20,1894,1
20,4158,1
20,1342,1
20,2953,1
20,1605,1
20,2458,1
20,3030,1
20,5579,1
20,1544,1
20,4128,1
20,5801,1
20,1362,1
21,1577,1
21,1855,1
21,5193,1
21,336,1
21,4216,1
21,1047,1
21,245,1
21,4554,1
21,3175,1
21,2894,1
21,180,1
21,4037,1
21,4781,1
22,4161,1
22,3143,1
22,2921,1
22,466,1
22,4107,1
22,912,1
22,3261,1
22,4599,1
22,320,1
22,1577,1
22,1412,1
22,3549,1
22,5721,1
22,1797,1
22,2697,1
23,174,1
23,912,1
23,3138,1
23,4748,1
23,2310,1
23,166,1
23,4195,1
23,3714,1
23,3275,1
23,2148,1
23,3429,1
23,5257,1
23,2858,1
23,5232,1
23,1257,1
23,5130,1
24,3716,1
24,1246,1
24,4161,1
24,1577,1
24,4701,1
24,1813,1
24,3069,1
24,5123,1
24,4297,1
24,4247,1
24,134,1
24,5264,1
24,4319,1
25,2697,1
25,1829,1
25,5766,1
25,421,1
25,3282,1
25,4463,1
25,1969,1
25,5629,1
25,5183,1
25,3217,1
25,1304,1
25,2875,1
25,3389,1
25,4666,1
26,3156,1
26,646,1
26,4415,1
26,1096,1
26,4339,1
26,3041,1
26,5629,1
26,4163,1
26,5790,1
26,2839,1
26,4756,1
26,646,1
27,1310,1
27,1352,1
27,1371,1
27,721,1
27,4867,1
27,3044,1
27,5130,1
27,3824,1
27,2278,1
27,14,1
27,3104,1
27,870,1
27,4791,1
27,3971,1
28,3030,1
28,3221,1
28,3365,1
28,3138,1
28,4158,1
28,2751,1
28,2738,1
28,3898,1
28,113,1
28,2436,1
28,2208,1
28,2751,1
28,4311,1
28,1771,1
28,2388,1
28,3389,1
28,4016,1
28,4195,1
28,2183,1
29,208,1
29,5688,1
29,5439,1
29,4057,1
29,3170,1
29,3991,1
29,1182,1
29,4216,1
29,2390,1
29,4808,1
29,4032,1
29,1797,1
29,2990,1
29,4716,1
29,1418,1
29,5002,1
30,160,1
30,2925,1
30,4339,1
30,4891,1
30,4246,1
30,1624,1
30,4037,1
30,642,1
30,1460,1
30,1482,1
30,4891,1
30,4609,1
30,5446,1
30,421,1
30,5193,1
30,2266,1
31,4208,1
31,5259,1
31,5493,1
31,709,1
31,1810,1
31,2953,1
31,5348,1
31,1246,1
31,5796,1
31,1511,1
32,1221,1
32,2611,1
32,2293,1
32,2610,1
32,1209,1
32,3611,1
32,2157,1
32,2654,1
32,245,1
32,3810,1
32,5499,1
32,5222,1
32,4301,1
32,4666,1
32,1699,1
32,4051,1
32,838,1
32,5009,1
33,2674,1
33,3763,1
33,186,1
33,5257,1
33,3194,1
33,4701,1
33,2160,1
33,338,1
33,4722,1
33,3611,1
33,3542,1
34,1201,1
34,2292,1
34,4161,1
34,3295,1
34,4480,1
34,741,1
34,3773,1
34,4808,1
34,421,1
34,2751,1
35,1201,1
35,106,1
35,5710,1
35,1910,1
35,1176,1
35,1293,1
35,3258,1
35,4258,1
35,854,1
35,1217,1
35,4651,1
35,4582,1
35,1303,1
35,1235,1
35,2237,1
35,3852,1
35,4032,1
35,643,1
35,108,1
36,2436,1
36,3016,1
36,1885,1
36,1679,1
36,4101,1
36,3221,1
36,4666,1
36,977,1
36,3238,1
36,113,1
37,5796,1
37,720,1
37,4343,1
37,5239,1
37,294,1
37,2247,1
37,4114,1
37,5314,1
37,1254,1
37,3716,1
37,5299,1
37,4174,1
37,1460,1
37,877,1
37,489,1
37,3763,1
37,2159,1
37,1567,1
37,1263,1
38,5467,1
38,4301,1
38,174,1
38,4220,1
38,1668,1
38,3359,1
38,4297,1
38,5629,1
38,2506,1
38,3359,1
38,4117,1
38,3660,1
38,4415,1
38,984,1
38,998,1
38,2183,1
38,4473,1
39,3824,1
39,1209,1
39,3244,1
39,2610,1
39,2109,1
39,166,1
39,785,1
39,4772,1
39,5768,1
39,1882,1
40,2363,1
40,1730,1
40,1914,1
40,2207,1
40,2410,1
40,2814,1
40,5706,1
40,160,1
40,3286,1
40,3454,1
40,3608,1
40,2858,1
40,4349,1
41,3342,1
41,1292,1
41,2109,1
41,4948,1
41,3112,1
41,2436,1
41,4337,1
41,4224,1
41,2703,1
41,2150,1
42,4827,1
42,2800,1
42,5486,1
42,738,1
42,4644,1
42,379,1
42,517,1
42,2654,1
42,1882,1
42,5780,1
42,4999,1
42,4781,1
42,5840,1
42,1353,1
42,4415,1
43,5761,1
43,3163,1
43,3612,1
43,5315,1
43,2706,1
43,245,1
43,5801,1
43,4057,1
43,5122,1
43,3454,1
43,598,1
43,4791,1
43,5651,1
43,1209,1
43,984,1
43,854,1
43,5493,1
44,2468,1
44,1363,1
44,2092,1
44,4666,1
44,2237,1
44,5542,1
44,5796,1
44,3454,1
44,2738,1
44,5026,1
44,3991,1
44,3725,1
44,2391,1
44,2213,1
45,1460,1
45,5658,1
45,2651,1
45,1342,1
45,2213,1
45,5222,1
45,4158,1
45,5467,1
45,4235,1
45,2292,1
46,2011,1
46,4174,1
46,3441,1
46,4749,1
46,986,1
46,5790,1
46,2159,1
46,598,1
46,2538,1
46,626,1
46,2388,1
46,2204,1
46,1047,1
46,188,1
46,208,1
46,3617,1
46,5726,1
46,299,1
46,4390,1
47,1359,1
47,228,1
47,3041,1
47,5406,1
47,854,1
47,2378,1
47,2379,1
47,1293,1
47,5194,1
47,1303,1
47,3770,1
47,4246,1
47,2237,1
47,4999,1
47,2842,1
47,4791,1
47,5493,1
48,3737,1
48,3199,1
48,877,1
48,815,1
48,5068,1
48,5050,1
48,2207,1
48,3542,1
48,5525,1
48,1592,1
48,4626,1
48,5041,1
48,5009,1
49,160,1
49,2738,1
49,598,1
49,1973,1
49,4547,1
49,3138,1
49,3946,1
49,2104,1
49,2388,1
49,5130,1
49,4795,1
49,1521,1
49,1448,1
49,82,1
49,2794,1
49,2946,1
49,5706,1
49,5226,1
49,2924,1
49,910,1
50,3244,1
50,5791,1
50,3771,1
50,3660,1
50,2247,1
50,4558,1
50,2151,1
50,2287,1
50,5759,1
50,3771,1
50,2650,1
50,5068,1
50,4403,1
50,28,1
51,646,1
51,4473,1
51,4328,1
51,5122,1
51,5222,1
51,4865,1
51,3000,1
51,5499,1
51,5371,1
51,1592,1
52,3083,1
52,4055,1
52,3199,1
52,493,1
52,4946,1
52,4527,1
52,4803,1
52,4473,1
52,998,1
52,3359,1
52,998,1
52,3261,1
52,1176,1
52,4791,1
52,1567,1
52,4220,1
52,242,1
53,5299,1
53,2751,1
53,3991,1
53,3000,1
53,1359,1
53,5796,1
53,4335,1
53,4781,1
53,2172,1
53,5542,1
53,2293,1
53,4463,1
53,5004,1
53,5123,1
54,5791,1
54,986,1
54,1521,1
54,2654,1
54,2650,1
54,4716,1
54,3389,1
54,28,1
54,4722,1
54,2990,1
54,5688,1
54,3161,1
54,3714,1
54,242,1
54,3687,1
55,3964,1
55,4055,1
55,3737,1
55,2610,1
55,4781,1
55,3738,1
55,4547,1
55,4772,1
55,174,1
55,174,1
55,4297,1
56,837,1
56,5722,1
56,2468,1
56,5759,1
56,2310,1
56,1035,1
56,3041,1
56,2926,1
56,3339,1
56,2424,1
57,3824,1
57,2424,1
57,5493,1
57,547,1
57,3521,1
57,3175,1
57,379,1
57,573,1
57,1894,1
57,5004,1
57,5525,1
57,4328,1
57,3030,1
57,5406,1
57,2183,1
57,2378,1
57,5759,1
57,3244,1
57,1771,1
57,2157,1
58,2697,1
